西元年,月,日,星期,總運量,日期,是否為節日,星期幾,是否週末,月份,是否寒暑假,滾動平均_7日,滾動平均_14日,去年同日,去年同日運量,是否連假前一日,是否連假最後日
2023,12,12,二,2195542,2023-12-12,否,1,0,12,0,2183935.4285714286,2148892.285714286,2022-12-12,,0,0
2023,12,13,三,2216907,2023-12-13,否,2,0,12,0,2186935.285714286,2150416.0,2022-12-13,,0,0
2023,12,14,四,2250944,2023-12-14,否,3,0,12,0,2184395.1428571427,2151775.9285714286,2022-12-14,,0,0
2023,12,15,五,2462196,2023-12-15,否,4,0,12,0,2180220.8571428573,2155969.714285714,2022-12-15,,1,0
2023,12,16,六,2078726,2023-12-16,是,5,1,12,0,2162739.4285714286,2161302.5,2022-12-16,,1,0
2023,12,17,日,1700108,2023-12-17,是,6,1,12,0,2147885.4285714286,2161195.4285714286,2022-12-17,,0,0
2023,12,18,一,2158796,2023-12-18,否,0,0,12,0,2151888.4285714286,2166363.0,2022-12-18,,0,1
2023,12,19,二,2200935,2023-12-19,否,1,0,12,0,2152658.8571428573,2168297.1428571427,2022-12-19,,0,0
2023,12,20,三,2238461,2023-12-20,否,2,0,12,0,2155738.0,2171336.6428571427,2022-12-20,,0,0
2023,12,21,四,2251908,2023-12-21,否,3,0,12,0,2155875.714285714,2170135.4285714286,2022-12-21,,0,0
2023,12,22,五,2444638,2023-12-22,否,4,0,12,0,2153367.4285714286,2166794.1428571427,2022-12-22,,1,0
2023,12,23,六,2097712,2023-12-23,是,5,1,12,0,2156079.714285714,2159409.5714285714,2022-12-23,,1,0
2023,12,24,日,1740565,2023-12-24,是,6,1,12,0,2161859.285714286,2154872.3571428573,2022-12-24,,0,0
2023,12,25,一,2247241,2023-12-25,否,0,0,12,0,2174494.285714286,2163191.3571428573,2022-12-25,,0,1
2023,12,26,二,2256766,2023-12-26,否,1,0,12,0,2182470.1428571427,2167564.5,2022-12-26,,0,0
2023,12,27,三,2280986,2023-12-27,否,2,0,12,0,2188545.1428571427,2172141.5714285714,2022-12-27,,0,0
2023,12,28,四,2281513,2023-12-28,否,3,0,12,0,2192774.4285714286,2174325.0714285714,2022-12-28,,0,0
2023,12,29,五,2441636,2023-12-29,否,4,0,12,0,2192345.5714285714,2172856.5,2022-12-29,,1,0
2023,12,30,六,1917995,2023-12-30,是,5,1,12,0,2166671.714285714,2161375.714285714,2022-12-30,,1,0
2023,12,31,日,2383109,2023-12-31,是,6,1,12,0,2258463.714285714,2210161.5,2022-12-31,,1,0
2024,1,1,一,1441883,2024-01-01,是,0,0,1,1,2143412.5714285714,2158953.4285714286,2023-01-01,1474502.0,0,0
2024,1,2,二,2110822,2024-01-02,否,1,0,1,1,2122563.4285714286,2152516.785714286,2023-01-02,1254972.0,0,1
2024,1,3,三,2125955,2024-01-03,否,2,0,1,1,2100416.1428571427,2144480.6428571427,2023-01-03,1995196.0,0,0
2024,1,4,四,2169893,2024-01-04,否,3,0,1,1,2084470.4285714286,2138622.4285714286,2023-01-04,2023801.0,0,0
2024,1,5,五,2335268,2024-01-05,否,4,0,1,1,2069275.0,2130810.285714286,2023-01-05,2045427.0,1,0
2024,1,6,六,1828165,2024-01-06,是,5,1,1,1,2056442.142857143,2111556.9285714286,2023-01-06,2155358.0,1,0
2024,1,7,日,1451385,2024-01-07,是,6,1,1,1,1923338.7142857143,2090901.2142857143,2023-01-07,2014219.0,0,0
2024,1,8,一,2080699,2024-01-08,否,0,0,1,1,2014598.142857143,2079005.357142857,2023-01-08,1448566.0,0,1
2024,1,9,二,2130817,2024-01-09,否,1,0,1,1,2017454.5714285714,2070009.0,2023-01-09,1982168.0,0,0
2024,1,10,三,2164767,2024-01-10,否,2,0,1,1,2022999.142857143,2061707.642857143,2023-01-10,2022906.0,0,0
2024,1,11,四,2249414,2024-01-11,否,3,0,1,1,2034359.2857142857,2059414.857142857,2023-01-11,2054177.0,0,0
2024,1,12,五,2489648,2024-01-12,否,4,0,1,1,2056413.5714285714,2062844.2857142857,2023-01-12,2078503.0,1,0
2024,1,13,六,1680030,2024-01-13,是,5,1,1,1,2035251.4285714286,2045846.7857142857,2023-01-13,2204798.0,1,0
2024,1,14,日,1512328,2024-01-14,是,6,1,1,1,2043957.5714285714,1983648.142857143,2023-01-14,1764345.0,0,0
2024,1,15,一,2038057,2024-01-15,否,0,0,1,1,2037865.857142857,2026232.0,2023-01-15,1403617.0,0,1
2024,1,16,二,2123774,2024-01-16,否,1,0,1,1,2036859.7142857143,2027157.142857143,2023-01-16,2023586.0,0,0
2024,1,17,三,2140779,2024-01-17,否,2,0,1,1,2033432.857142857,2028216.0,2023-01-17,2071902.0,0,0
2024,1,18,四,2167956,2024-01-18,否,3,0,1,1,2021796.0,2028077.642857143,2023-01-18,2093895.0,0,0
2024,1,19,五,2417664,2024-01-19,否,4,0,1,1,2011512.5714285714,2033963.0714285714,2023-01-19,2124318.0,1,0
2024,1,20,六,1893225,2024-01-20,是,5,1,1,1,2041969.0,2038610.2142857143,2023-01-20,1141551.0,1,0
2024,1,21,日,1486937,2024-01-21,是,6,1,1,1,2038341.7142857143,2041149.642857143,2023-01-21,678123.0,0,0
2024,1,22,一,2060400,2024-01-22,否,0,0,1,1,2041533.5714285714,2039699.7142857143,2023-01-22,1186130.0,0,1
2024,1,23,二,2071844,2024-01-23,否,1,0,1,1,2034115.0,2035487.357142857,2023-01-23,1085907.0,0,0
2024,1,24,三,2125588,2024-01-24,否,2,0,1,1,2031944.857142857,2032688.857142857,2023-01-24,1077470.0,0,0
2024,1,25,四,2194985,2024-01-25,否,3,0,1,1,2035806.142857143,2028801.0714285714,2023-01-25,1287408.0,0,0
2024,1,26,五,2364790,2024-01-26,否,4,0,1,1,2028252.7142857143,2019882.642857143,2023-01-26,1502305.0,1,0
2024,1,27,六,1846287,2024-01-27,是,5,1,1,1,2021547.2857142857,2031758.142857143,2023-01-27,1450330.0,1,0
2024,1,28,日,1572028,2024-01-28,是,6,1,1,1,2033703.142857143,2036022.4285714286,2023-01-28,1495065.0,0,0
2024,1,29,一,2096197,2024-01-29,否,0,0,1,1,2038817.0,2040175.2857142857,2023-01-29,1388536.0,0,1
2024,1,30,二,2165737,2024-01-30,否,1,0,1,1,2052230.2857142857,2043172.642857143,2023-01-30,1946630.0,0,0
2024,1,31,三,2204354,2024-01-31,否,2,0,1,1,2063482.5714285714,2047713.7142857143,2023-01-31,2026675.0,0,0
2024,2,1,四,2224040,2024-02-01,否,3,0,2,1,2067633.2857142857,2051719.7142857143,2023-02-01,2023672.0,0,0
2024,2,2,五,2326691,2024-02-02,否,4,0,2,1,2062190.5714285714,2045221.642857143,2023-02-02,1998134.0,1,0
2024,2,3,六,1834143,2024-02-03,是,5,1,2,1,2060455.7142857143,2041001.5,2023-02-03,2139509.0,1,0
2024,2,4,日,1560851,2024-02-04,是,6,1,2,1,2058859.0,2046281.0714285714,2023-02-04,2137068.0,0,0
2024,2,5,一,2133470,2024-02-05,否,0,0,2,1,2064183.7142857143,2051500.357142857,2023-02-05,1519885.0,0,1
2024,2,6,二,2158554,2024-02-06,否,1,0,2,1,2063157.5714285714,2057693.9285714286,2023-02-06,2009911.0,0,0
2024,2,7,三,2076028,2024-02-07,否,2,0,2,1,2044825.2857142857,2054153.9285714286,2023-02-07,2080820.0,1,0
2024,2,8,四,1179782,2024-02-08,是,3,0,2,1,1895645.5714285714,1981639.4285714286,2023-02-08,2125207.0,1,0
2024,2,9,五,743623,2024-02-09,是,4,0,2,1,1669493.0,1865841.7857142857,2023-02-09,2147007.0,1,0
2024,2,10,六,1278323,2024-02-10,是,5,1,2,1,1590090.142857143,1825272.9285714286,2023-02-10,2259225.0,1,0
2024,2,11,日,1382946,2024-02-11,是,6,1,2,1,1564675.142857143,1811767.0714285714,2023-02-11,2108319.0,1,0
2024,2,12,一,1510143,2024-02-12,是,0,0,2,1,1475628.4285714286,1769906.0714285714,2023-02-12,1649207.0,1,0
2024,2,13,二,1565042,2024-02-13,是,1,0,2,1,1390841.0,1726999.2857142857,2023-02-13,2055446.0,1,0
2024,2,14,三,1534807,2024-02-14,是,2,0,2,1,1313523.7142857143,1679174.5,2023-02-14,2104954.0,0,0
2024,2,15,四,1986383,2024-02-15,否,3,0,2,1,1428752.4285714286,1662199.0,2023-02-15,2109723.0,0,1
2024,2,16,五,2085342,2024-02-16,否,4,0,2,1,1620426.5714285714,1644959.7857142857,2023-02-16,2163261.0,0,0
2024,2,17,六,2118114,2024-02-17,否,5,1,2,1,1740396.7142857143,1665243.4285714286,2023-02-17,2319358.0,1,0
2024,2,18,日,1581228,2024-02-18,是,6,1,2,1,1768722.7142857143,1666698.9285714286,2023-02-18,2287384.0,0,0
2024,2,19,一,2104925,2024-02-19,否,0,0,2,1,1853691.5714285714,1664660.0,2023-02-19,1630072.0,0,1
2024,2,20,二,2179250,2024-02-20,否,1,0,2,1,1941435.5714285714,1666138.2857142857,2023-02-20,2033153.0,0,0
2024,2,21,三,2201190,2024-02-21,否,2,0,2,1,2036633.142857143,1675078.4285714286,2023-02-21,2094357.0,0,0
2024,2,22,四,2221289,2024-02-22,否,3,0,2,1,2070191.142857143,1749471.7857142857,2023-02-22,2121864.0,0,0
2024,2,23,五,2436989,2024-02-23,否,4,0,2,1,2120426.4285714286,1870426.5,2023-02-23,2129212.0,1,0
2024,2,24,六,2038079,2024-02-24,是,5,1,2,1,2108992.8571428573,1924694.7857142857,2023-02-24,2285131.0,1,0
2024,2,25,日,1688881,2024-02-25,是,6,1,2,1,2124371.8571428573,1946547.2857142857,2023-02-25,1717680.0,0,0
2024,2,26,一,2122246,2024-02-26,否,0,0,2,1,2126846.285714286,1990268.9285714286,2023-02-26,1594468.0,0,1
2024,2,27,二,2285968,2024-02-27,否,1,0,2,1,2142091.714285714,2041763.642857143,2023-02-27,1745939.0,1,0
2024,2,28,三,1723554,2024-02-28,是,2,0,2,1,2073858.0,2055245.5714285714,2023-02-28,1501044.0,0,0
2024,2,29,四,2247858,2024-02-29,否,3,0,2,1,2077653.5714285714,2073922.357142857,2023-02-28,1501044.0,0,1
2024,3,1,五,2345271,2024-03-01,否,4,0,3,0,2064551.0,2092488.7142857143,2023-03-01,2070020.0,1,0
2024,3,2,六,1772725,2024-03-02,是,5,1,3,0,2026643.2857142857,2067818.0714285714,2023-03-02,2073903.0,1,0
2024,3,3,日,1566939,2024-03-03,是,6,1,3,0,2009223.0,2066797.4285714286,2023-03-03,2255460.0,0,0
2024,3,4,一,2151650,2024-03-04,否,0,0,3,0,2013423.5714285714,2070134.9285714286,2023-03-04,1776861.0,0,1
2024,3,5,二,2229595,2024-03-05,否,1,0,3,0,2005370.2857142857,2073731.0,2023-03-05,1517231.0,0,0
2024,3,6,三,2223804,2024-03-06,否,2,0,3,0,2076834.5714285714,2075346.2857142857,2023-03-06,2062647.0,0,0
2024,3,7,四,2223545,2024-03-07,否,3,0,3,0,2073361.2857142857,2075507.4285714286,2023-03-07,2123173.0,0,0
2024,3,8,五,2446862,2024-03-08,否,4,0,3,0,2087874.2857142857,2076212.642857143,2023-03-08,2154368.0,1,0
2024,3,9,六,1910916,2024-03-09,是,5,1,3,0,2107615.8571428573,2067129.5714285714,2023-03-09,2146797.0,1,0
2024,3,10,日,1595092,2024-03-10,是,6,1,3,0,2111637.714285714,2060430.357142857,2023-03-10,2332497.0,0,0
2024,3,11,一,2142941,2024-03-11,否,0,0,3,0,2110393.5714285714,2061908.5714285714,2023-03-11,1891975.0,0,1
2024,3,12,二,2246921,2024-03-12,否,1,0,3,0,2112868.714285714,2059119.5,2023-03-12,1519673.0,0,0
2024,3,13,三,2243736,2024-03-13,否,2,0,3,0,2115716.1428571427,2096275.357142857,2023-03-13,2024246.0,0,0
2024,3,14,四,2257124,2024-03-14,否,3,0,3,0,2120513.1428571427,2096937.2142857143,2023-03-14,2107021.0,0,0
2024,3,15,五,2427878,2024-03-15,否,4,0,3,0,2117801.1428571427,2102837.714285714,2023-03-15,2144262.0,1,0
2024,3,16,六,1978975,2024-03-16,是,5,1,3,0,2127523.8571428573,2117569.8571428573,2023-03-16,2128530.0,1,0
2024,3,17,日,1663197,2024-03-17,是,6,1,3,0,2137253.1428571427,2124445.4285714286,2023-03-17,2289945.0,0,0
2024,3,18,一,2136705,2024-03-18,否,0,0,3,0,2136362.285714286,2123377.9285714286,2023-03-18,1798121.0,0,1
2024,3,19,二,2179850,2024-03-19,否,1,0,3,0,2126780.714285714,2119824.714285714,2023-03-19,1485378.0,0,0
2024,3,20,三,2241858,2024-03-20,否,2,0,3,0,2126512.4285714286,2121114.285714286,2023-03-20,2022732.0,0,0
2024,3,21,四,2236708,2024-03-21,否,3,0,3,0,2123595.8571428573,2122054.5,2023-03-21,2095487.0,0,0
2024,3,22,五,2396694,2024-03-22,否,4,0,3,0,2119141.0,2118471.0714285714,2023-03-22,2122303.0,1,0
2024,3,23,六,1898846,2024-03-23,是,5,1,3,0,2107694.0,2117608.9285714286,2023-03-23,2129856.0,1,0
2024,3,24,日,1553725,2024-03-24,是,6,1,3,0,2092055.142857143,2114654.1428571427,2023-03-24,2239436.0,0,0
2024,3,25,一,2120948,2024-03-25,否,0,0,3,0,2089804.142857143,2113083.214285714,2023-03-25,2069842.0,0,1
2024,3,26,二,2194245,2024-03-26,否,1,0,3,0,2091860.5714285714,2109320.6428571427,2023-03-26,1401705.0,0,0
2024,3,27,三,2243044,2024-03-27,否,2,0,3,0,2092030.0,2109271.214285714,2023-03-27,2040569.0,0,0
2024,3,28,四,2259013,2024-03-28,否,3,0,3,0,2095216.4285714286,2109406.1428571427,2023-03-28,2088627.0,0,0
2024,3,29,五,2400389,2024-03-29,否,4,0,3,0,2095744.2857142857,2107442.6428571427,2023-03-29,2123107.0,1,0
2024,3,30,六,1867490,2024-03-30,是,5,1,3,0,2091264.857142857,2099479.4285714286,2023-03-30,2113722.0,1,0
2024,3,31,日,1471619,2024-03-31,是,6,1,3,0,2079535.4285714286,2085795.2857142857,2023-03-31,2255993.0,0,0
2024,4,1,一,2083410,2024-04-01,否,0,0,4,0,2074172.857142857,2081988.5,2023-04-01,1526928.0,0,1
2024,4,2,二,2165625,2024-04-02,否,1,0,4,0,2070084.2857142857,2080972.4285714286,2023-04-02,1536733.0,0,0
2024,4,3,三,1896482,2024-04-03,否,2,0,4,0,2020575.4285714286,2056302.7142857143,2023-04-03,1575868.0,1,0
2024,4,4,四,1384656,2024-04-04,是,3,0,4,0,1895667.2857142857,1995441.857142857,2023-04-04,1488390.0,1,0
2024,4,5,五,1551316,2024-04-05,是,4,0,4,0,1774371.142857143,1935057.7142857143,2023-04-05,1246204.0,1,0
2024,4,6,六,1631133,2024-04-06,是,5,1,4,0,1740605.857142857,1915935.357142857,2023-04-06,2030171.0,1,0
2024,4,7,日,1411666,2024-04-07,是,6,1,4,0,1732041.142857143,1905788.2857142857,2023-04-07,2192073.0,0,0
2024,4,8,一,2067526,2024-04-08,否,0,0,4,0,1729772.0,1901972.4285714286,2023-04-08,1732170.0,0,1
2024,4,9,二,2130390,2024-04-09,否,1,0,4,0,1724738.4285714286,1897411.357142857,2023-04-09,1442672.0,0,0
2024,4,10,三,2178446,2024-04-10,否,2,0,4,0,1765019.0,1892797.2142857143,2023-04-10,2046672.0,0,0
2024,4,11,四,2194442,2024-04-11,否,3,0,4,0,1880702.7142857143,1888185.0,2023-04-11,2095812.0,0,0
2024,4,12,五,2366249,2024-04-12,否,4,0,4,0,1997121.7142857143,1885746.4285714286,2023-04-12,2137043.0,1,0
2024,4,13,六,1902974,2024-04-13,是,5,1,4,0,2035956.142857143,1888281.0,2023-04-13,2128924.0,1,0
2024,4,14,日,1588323,2024-04-14,是,6,1,4,0,2061192.857142857,1896617.0,2023-04-14,2293314.0,0,0
2024,4,15,一,2096083,2024-04-15,否,0,0,4,0,2065272.4285714286,1897522.2142857143,2023-04-15,1716643.0,0,1
2024,4,16,二,2138909,2024-04-16,否,1,0,4,0,2066489.4285714286,1895613.9285714286,2023-04-16,1552740.0,0,0
2024,4,17,三,2186074,2024-04-17,否,2,0,4,0,2067579.142857143,1916299.0714285714,2023-04-17,2020583.0,0,0
2024,4,18,四,2192321,2024-04-18,否,3,0,4,0,2067276.142857143,1973989.4285714286,2023-04-18,2078833.0,0,0
2024,4,19,五,2371867,2024-04-19,否,4,0,4,0,2068078.7142857143,2032600.2142857143,2023-04-19,2083579.0,1,0
2024,4,20,六,1945392,2024-04-20,是,5,1,4,0,2074138.4285714286,2055047.2857142857,2023-04-20,2087112.0,1,0
2024,4,21,日,1589021,2024-04-21,是,6,1,4,0,2074238.142857143,2067715.5,2023-04-21,2275774.0,0,0
2024,4,22,一,2045472,2024-04-22,否,0,0,4,0,2067008.0,2066140.2142857143,2023-04-22,1837257.0,0,1
2024,4,23,二,2059332,2024-04-23,否,1,0,4,0,2055639.857142857,2061064.642857143,2023-04-23,1556359.0,0,0
2024,4,24,三,2116598,2024-04-24,否,2,0,4,0,2045714.7142857143,2056646.9285714286,2023-04-24,2004865.0,0,0
2024,4,25,四,2171339,2024-04-25,否,3,0,4,0,2042717.2857142857,2054996.7142857143,2023-04-25,2080363.0,0,0
2024,4,26,五,2296627,2024-04-26,否,4,0,4,0,2031968.7142857143,2050023.7142857143,2023-04-26,2097289.0,1,0
2024,4,27,六,1792818,2024-04-27,是,5,1,4,0,2010172.4285714286,2042155.4285714286,2023-04-27,2134974.0,1,0
2024,4,28,日,1523809,2024-04-28,是,6,1,4,0,2000856.4285714286,2037547.2857142857,2023-04-28,2301429.0,0,0
2024,4,29,一,2126394,2024-04-29,否,0,0,4,0,2012416.7142857143,2039712.357142857,2023-04-29,1808129.0,0,1
2024,4,30,二,2226532,2024-04-30,否,1,0,4,0,2036302.4285714286,2045971.142857143,2023-04-30,1575665.0,1,0
2024,5,1,三,1707706,2024-05-01,是,2,0,5,0,1977889.2857142857,2011802.0,2023-05-01,1636575.0,0,0
2024,5,2,四,2177867,2024-05-02,否,3,0,5,0,1978821.857142857,2010769.5714285714,2023-05-02,2073009.0,0,1
2024,5,3,五,2392227,2024-05-03,否,4,0,5,0,1992479.0,2012223.857142857,2023-05-03,2115944.0,1,0
2024,5,4,六,1884123,2024-05-04,是,5,1,5,0,2005522.5714285714,2007847.5,2023-05-04,2134354.0,1,0
2024,5,5,日,1557946,2024-05-05,是,6,1,5,0,2010399.2857142857,2005627.857142857,2023-05-05,2295530.0,0,0
2024,5,6,一,2101983,2024-05-06,否,0,0,5,0,2006912.0,2009664.357142857,2023-05-06,1815619.0,0,1
2024,5,7,二,2147419,2024-05-07,否,1,0,5,0,1995610.142857143,2015956.2857142857,2023-05-07,1387511.0,0,0
2024,5,8,三,2176481,2024-05-08,否,2,0,5,0,2062578.0,2020233.642857143,2023-05-08,2020296.0,0,0
2024,5,9,四,2200240,2024-05-09,否,3,0,5,0,2065774.142857143,2022298.0,2023-05-09,2082285.0,0,0
2024,5,10,五,2380934,2024-05-10,否,4,0,5,0,2064160.857142857,2028319.9285714286,2023-05-10,2117410.0,1,0
2024,5,11,六,1798856,2024-05-11,是,5,1,5,0,2051979.857142857,2028751.2142857143,2023-05-11,2128706.0,1,0
2024,5,12,日,1456869,2024-05-12,是,6,1,5,0,2037540.2857142857,2023969.7857142857,2023-05-12,2304155.0,0,0
2024,5,13,一,2076049,2024-05-13,否,0,0,5,0,2033835.4285714286,2020373.7142857143,2023-05-13,1659583.0,0,1
2024,5,14,二,2150762,2024-05-14,否,1,0,5,0,2034313.0,2014961.5714285714,2023-05-14,1385422.0,0,0
2024,5,15,三,2214471,2024-05-15,否,2,0,5,0,2039740.142857143,2051159.0714285714,2023-05-15,2009958.0,0,0
2024,5,16,四,2204654,2024-05-16,否,3,0,5,0,2040370.7142857143,2053072.4285714286,2023-05-16,2060572.0,0,0
2024,5,17,五,2394196,2024-05-17,否,4,0,5,0,2042265.2857142857,2053213.0714285714,2023-05-17,2080355.0,1,0
2024,5,18,六,1947076,2024-05-18,是,5,1,5,0,2063439.5714285714,2057709.7142857143,2023-05-18,2098389.0,1,0
2024,5,19,日,1608860,2024-05-19,是,6,1,5,0,2085152.5714285714,2061346.4285714286,2023-05-19,2285127.0,0,0
2024,5,20,一,2115236,2024-05-20,否,0,0,5,0,2090750.7142857143,2062293.0714285714,2023-05-20,1794400.0,0,1
2024,5,21,二,2149371,2024-05-21,否,1,0,5,0,2090552.0,2062432.5,2023-05-21,1528584.0,0,0
2024,5,22,三,2155124,2024-05-22,否,2,0,5,0,2082073.857142857,2060907.0,2023-05-22,2022062.0,0,0
2024,5,23,四,2182144,2024-05-23,否,3,0,5,0,2078858.142857143,2059614.4285714286,2023-05-23,1980822.0,0,0
2024,5,24,五,2464956,2024-05-24,否,4,0,5,0,2088966.7142857143,2065616.0,2023-05-24,2046246.0,1,0
2024,5,25,六,1950111,2024-05-25,是,5,1,5,0,2089400.2857142857,2076419.9285714286,2023-05-25,2043912.0,1,0
2024,5,26,日,1575129,2024-05-26,是,6,1,5,0,2084581.5714285714,2084867.0714285714,2023-05-26,2207620.0,0,0
2024,5,27,一,2086463,2024-05-27,否,0,0,5,0,2080471.142857143,2085610.9285714286,2023-05-27,1797204.0,0,1
2024,5,28,二,2171419,2024-05-28,否,1,0,5,0,2083620.857142857,2087086.4285714286,2023-05-28,1441174.0,0,0
2024,5,29,三,2172604,2024-05-29,否,2,0,5,0,2086118.0,2084095.9285714286,2023-05-29,1955135.0,0,0
2024,5,30,四,2171388,2024-05-30,否,3,0,5,0,2084581.4285714286,2081719.7857142857,2023-05-30,2022702.0,0,0
2024,5,31,五,2333623,2024-05-31,否,4,0,5,0,2065819.5714285714,2077393.142857143,2023-05-31,1979630.0,1,0
2024,6,1,六,1820462,2024-06-01,是,5,1,6,0,2047298.2857142857,2068349.2857142857,2023-06-01,2031673.0,1,0
2024,6,2,日,1354567,2024-06-02,是,6,1,6,0,2015789.4285714286,2050185.5,2023-06-02,2198413.0,0,0
2024,6,3,一,2121728,2024-06-03,否,0,0,6,0,2020827.2857142857,2050649.2142857143,2023-06-03,1676624.0,0,1
2024,6,4,二,2195190,2024-06-04,否,1,0,6,0,2024223.142857143,2053922.0,2023-06-04,1318584.0,0,0
2024,6,5,三,2221856,2024-06-05,否,2,0,6,0,2031259.142857143,2058688.5714285714,2023-06-05,1940470.0,0,0
2024,6,6,四,2266221,2024-06-06,否,3,0,6,0,2044806.7142857143,2064694.0714285714,2023-06-06,1994582.0,0,0
2024,6,7,五,2396462,2024-06-07,否,4,0,6,0,2053783.7142857143,2059801.642857143,2023-06-07,2001247.0,1,0
2024,6,8,六,1724984,2024-06-08,是,5,1,6,0,2040144.0,2043721.142857143,2023-06-08,2012483.0,1,0
2024,6,9,日,1484056,2024-06-09,是,6,1,6,0,2058642.4285714286,2037215.9285714286,2023-06-09,2162292.0,1,0
2024,6,10,一,1217552,2024-06-10,是,0,0,6,0,1929474.4285714286,1975150.857142857,2023-06-10,1683938.0,0,0
2024,6,11,二,2113128,2024-06-11,否,1,0,6,0,1917751.2857142857,1970987.2142857143,2023-06-11,1376169.0,0,1
2024,6,12,三,2154277,2024-06-12,否,2,0,6,0,1908097.142857143,1969678.142857143,2023-06-12,1932948.0,0,0
2024,6,13,四,2168760,2024-06-13,否,3,0,6,0,1894174.142857143,1969490.4285714286,2023-06-13,1995095.0,0,0
2024,6,14,五,2311834,2024-06-14,否,4,0,6,0,1882084.4285714286,1967934.0714285714,2023-06-14,2045434.0,1,0
2024,6,15,六,1832762,2024-06-15,是,5,1,6,0,1897481.2857142857,1968812.642857143,2023-06-15,2044647.0,1,0
2024,6,16,日,1476039,2024-06-16,是,6,1,6,0,1896336.0,1977489.2142857143,2023-06-16,2117225.0,0,0
2024,6,17,一,2064115,2024-06-17,否,0,0,6,0,2017273.5714285714,1973374.0,2023-06-17,1953359.0,0,1
2024,6,18,二,2087798,2024-06-18,否,1,0,6,0,2013655.0,1965703.142857143,2023-06-18,1384960.0,0,0
2024,6,19,三,2118117,2024-06-19,否,2,0,6,0,2008489.2857142857,1958293.2142857143,2023-06-19,1915452.0,0,0
2024,6,20,四,2140657,2024-06-20,否,3,0,6,0,2004474.5714285714,1949324.357142857,2023-06-20,1974660.0,0,0
2024,6,21,五,2267031,2024-06-21,否,4,0,6,0,1998074.142857143,1940079.2857142857,2023-06-21,2038308.0,1,0
2024,6,22,六,1770026,2024-06-22,是,5,1,6,0,1989111.857142857,1943296.5714285714,2023-06-22,1174526.0,1,0
2024,6,23,日,1407233,2024-06-23,是,6,1,6,0,1979282.4285714286,1937809.2142857143,2023-06-23,1329754.0,0,0
2024,6,24,一,1998715,2024-06-24,否,0,0,6,0,1969939.5714285714,1993606.5714285714,2023-06-24,1421177.0,0,1
2024,6,25,二,2093341,2024-06-25,否,1,0,6,0,1970731.4285714286,1992193.2142857143,2023-06-25,1248404.0,0,0
2024,6,26,三,2137293,2024-06-26,否,2,0,6,0,1973470.857142857,1990980.0714285714,2023-06-26,1881823.0,0,0
2024,6,27,四,2164377,2024-06-27,否,3,0,6,0,1976859.4285714286,1990667.0,2023-06-27,1949355.0,0,0
2024,6,28,五,2339473,2024-06-28,否,4,0,6,0,1987208.2857142857,1992641.2142857143,2023-06-28,1978034.0,1,0
2024,6,29,六,1803857,2024-06-29,是,5,1,6,0,1992041.2857142857,1990576.5714285714,2023-06-29,2013353.0,1,0
2024,6,30,日,1492368,2024-06-30,是,6,1,6,0,2004203.4285714286,1991742.9285714286,2023-06-30,2192205.0,0,0
2024,7,1,一,2012703,2024-07-01,否,0,0,7,1,2006201.7142857143,1988070.642857143,2023-07-01,1661151.0,0,1
2024,7,2,二,2042685,2024-07-02,否,1,0,7,1,1998965.142857143,1984848.2857142857,2023-07-02,1378618.0,0,0
2024,7,3,三,2089411,2024-07-03,否,2,0,7,1,1992124.857142857,1982797.857142857,2023-07-03,1949879.0,0,0
2024,7,4,四,2087387,2024-07-04,否,3,0,7,1,1981126.2857142857,1978992.857142857,2023-07-04,1994693.0,0,0
2024,7,5,五,2240145,2024-07-05,否,4,0,7,1,1966936.5714285714,1977072.4285714286,2023-07-05,2033132.0,1,0
2024,7,6,六,1759996,2024-07-06,是,5,1,7,1,1960670.7142857143,1976356.0,2023-07-06,2020030.0,1,0
2024,7,7,日,1474720,2024-07-07,是,6,1,7,1,1958149.5714285714,1981176.5,2023-07-07,2135757.0,0,0
2024,7,8,一,2006291,2024-07-08,否,0,0,7,1,1957233.5714285714,1981717.642857143,2023-07-08,1710882.0,0,1
2024,7,9,二,2078979,2024-07-09,否,1,0,7,1,1962418.4285714286,1980691.7857142857,2023-07-09,1396508.0,0,0
2024,7,10,三,2089644,2024-07-10,否,2,0,7,1,1962451.7142857143,1977288.2857142857,2023-07-10,1935028.0,0,0
2024,7,11,四,2154830,2024-07-11,否,3,0,7,1,1972086.4285714286,1976606.357142857,2023-07-11,1970586.0,0,0
2024,7,12,五,2244585,2024-07-12,否,4,0,7,1,1972720.7142857143,1969828.642857143,2023-07-12,2033668.0,1,0
2024,7,13,六,1796505,2024-07-13,是,5,1,7,1,1977936.2857142857,1969303.5,2023-07-13,2026026.0,1,0
2024,7,14,日,1544134,2024-07-14,是,6,1,7,1,1987852.5714285714,1973001.0714285714,2023-07-14,2200004.0,0,0
2024,7,15,一,2049265,2024-07-15,否,0,0,7,1,1993991.7142857143,1975612.642857143,2023-07-15,1746549.0,0,1
2024,7,16,二,2101051,2024-07-16,否,1,0,7,1,1997144.857142857,1979781.642857143,2023-07-16,1492344.0,0,0
2024,7,17,三,2157688,2024-07-17,否,2,0,7,1,2006865.4285714286,1984658.5714285714,2023-07-17,1943824.0,0,0
2024,7,18,四,2126379,2024-07-18,否,3,0,7,1,2002801.0,1987443.7142857143,2023-07-18,1999404.0,0,0
