西元年,月,日,星期,總運量,日期,是否為節日
2015,1,1,四,1796950,2015-01-01,是
2015,1,2,五,1830184,2015-01-02,是
2015,1,3,六,1802037,2015-01-03,是
2015,1,4,日,1585463,2015-01-04,是
2015,1,5,一,1915326,2015-01-05,否
2015,1,6,二,1945591,2015-01-06,否
2015,1,7,三,1965860,2015-01-07,否
2015,1,8,四,1987913,2015-01-08,否
2015,1,9,五,2163929,2015-01-09,否
2015,1,10,六,1897089,2015-01-10,是
2015,1,11,日,1551238,2015-01-11,是
2015,1,12,一,1935793,2015-01-12,否
2015,1,13,二,1954358,2015-01-13,否
2015,1,14,三,1969032,2015-01-14,否
2015,1,15,四,2003565,2015-01-15,否
2015,1,16,五,2212934,2015-01-16,否
2015,1,17,六,1884434,2015-01-17,是
2015,1,18,日,1631624,2015-01-18,是
2015,1,19,一,1913736,2015-01-19,否
2015,1,20,二,2012293,2015-01-20,否
2015,1,21,三,1976113,2015-01-21,否
2015,1,22,四,1992942,2015-01-22,否
2015,1,23,五,2142013,2015-01-23,否
2015,1,24,六,1901482,2015-01-24,是
2015,1,25,日,1596872,2015-01-25,是
2015,1,26,一,1904495,2015-01-26,否
2015,1,27,二,2055511,2015-01-27,否
2015,1,28,三,2022619,2015-01-28,否
2015,1,29,四,2041400,2015-01-29,否
2015,1,30,五,2148037,2015-01-30,否
2015,1,31,六,1951006,2015-01-31,是
2015,2,1,日,1674182,2015-02-01,是
2015,2,2,一,1964993,2015-02-02,否
2015,2,3,二,2043308,2015-02-03,否
2015,2,4,三,2037181,2015-02-04,否
2015,2,5,四,2070304,2015-02-05,否
2015,2,6,五,2217979,2015-02-06,否
2015,2,7,六,1971770,2015-02-07,是
2015,2,8,日,1677919,2015-02-08,是
2015,2,9,一,2023553,2015-02-09,否
2015,2,10,二,2152075,2015-02-10,否
2015,2,11,三,2174660,2015-02-11,否
2015,2,12,四,2191011,2015-02-12,否
2015,2,13,五,2310343,2015-02-13,否
2015,2,14,六,1972064,2015-02-14,是
2015,2,15,日,1636321,2015-02-15,是
2015,2,16,一,2007257,2015-02-16,否
2015,2,17,二,1761184,2015-02-17,否
2015,2,18,三,751526,2015-02-18,是
2015,2,19,四,1342552,2015-02-19,是
2015,2,20,五,1356261,2015-02-20,是
2015,2,21,六,1678593,2015-02-21,是
2015,2,22,日,1653840,2015-02-22,是
2015,2,23,一,1578871,2015-02-23,是
2015,2,24,二,1980871,2015-02-24,否
2015,2,25,三,2037969,2015-02-25,否
2015,2,26,四,2152779,2015-02-26,否
2015,2,27,五,2031991,2015-02-27,是
2015,2,28,六,2081276,2015-02-28,是
2015,3,1,日,1715067,2015-03-01,是
2015,3,2,一,1994187,2015-03-02,否
2015,3,3,二,2054679,2015-03-03,否
2015,3,4,三,2074934,2015-03-04,否
2015,3,5,四,2081005,2015-03-05,否
2015,3,6,五,2303705,2015-03-06,否
2015,3,7,六,2165069,2015-03-07,是
2015,3,8,日,1856581,2015-03-08,是
2015,3,9,一,1976908,2015-03-09,否
2015,3,10,二,2043045,2015-03-10,否
2015,3,11,三,2074794,2015-03-11,否
2015,3,12,四,2089203,2015-03-12,否
2015,3,13,五,2277913,2015-03-13,否
2015,3,14,六,2130819,2015-03-14,是
2015,3,15,日,1752420,2015-03-15,是
2015,3,16,一,1986568,2015-03-16,否
2015,3,17,二,2023027,2015-03-17,否
2015,3,18,三,2074299,2015-03-18,否
2015,3,19,四,2074453,2015-03-19,否
2015,3,20,五,2261770,2015-03-20,否
2015,3,21,六,1996906,2015-03-21,是
2015,3,22,日,1642602,2015-03-22,是
2015,3,23,一,1955818,2015-03-23,否
2015,3,24,二,2027070,2015-03-24,否
2015,3,25,三,2075806,2015-03-25,否
2015,3,26,四,2102538,2015-03-26,否
2015,3,27,五,2306849,2015-03-27,否
2015,3,28,六,2042943,2015-03-28,是
2015,3,29,日,1723325,2015-03-29,是
2015,3,30,一,1962335,2015-03-30,否
2015,3,31,二,2001689,2015-03-31,否
2015,4,1,三,2048305,2015-04-01,否
2015,4,2,四,2158720,2015-04-02,否
2015,4,3,五,1769724,2015-04-03,是
2015,4,4,六,1674820,2015-04-04,是
2015,4,5,日,1510349,2015-04-05,是
2015,4,6,一,1579297,2015-04-06,是
2015,4,7,二,1983465,2015-04-07,否
2015,4,8,三,2028915,2015-04-08,否
2015,4,9,四,2061803,2015-04-09,否
2015,4,10,五,2275422,2015-04-10,否
2015,4,11,六,1966373,2015-04-11,是
2015,4,12,日,1656018,2015-04-12,是
2015,4,13,一,1968264,2015-04-13,否
2015,4,14,二,2003426,2015-04-14,否
2015,4,15,三,2025021,2015-04-15,否
2015,4,16,四,2014753,2015-04-16,否
2015,4,17,五,2188779,2015-04-17,否
2015,4,18,六,1958707,2015-04-18,是
2015,4,19,日,1618031,2015-04-19,是
2015,4,20,一,1929198,2015-04-20,否
2015,4,21,二,1954680,2015-04-21,否
2015,4,22,三,1997117,2015-04-22,否
2015,4,23,四,2000629,2015-04-23,否
2015,4,24,五,2201347,2015-04-24,否
2015,4,25,六,2016736,2015-04-25,是
2015,4,26,日,1693935,2015-04-26,是
2015,4,27,一,1941963,2015-04-27,否
2015,4,28,二,1984661,2015-04-28,否
2015,4,29,三,2019740,2015-04-29,否
2015,4,30,四,2102457,2015-04-30,否
2015,5,1,五,2017620,2015-05-01,是
2015,5,2,六,1985334,2015-05-02,是
2015,5,3,日,1708675,2015-05-03,是
2015,5,4,一,2021378,2015-05-04,否
2015,5,5,二,2036682,2015-05-05,否
2015,5,6,三,2022455,2015-05-06,否
2015,5,7,四,2032029,2015-05-07,否
2015,5,8,五,2224602,2015-05-08,否
2015,5,9,六,1850816,2015-05-09,是
2015,5,10,日,1514055,2015-05-10,是
2015,5,11,一,1936196,2015-05-11,否
2015,5,12,二,1979123,2015-05-12,否
2015,5,13,三,1991817,2015-05-13,否
2015,5,14,四,2000535,2015-05-14,否
2015,5,15,五,2247198,2015-05-15,否
2015,5,16,六,1997653,2015-05-16,是
2015,5,17,日,1716639,2015-05-17,是
2015,5,18,一,1930446,2015-05-18,否
2015,5,19,二,1965127,2015-05-19,否
2015,5,20,三,1990712,2015-05-20,否
2015,5,21,四,2021880,2015-05-21,否
2015,5,22,五,2201210,2015-05-22,否
2015,5,23,六,1979735,2015-05-23,是
2015,5,24,日,1635157,2015-05-24,是
2015,5,25,一,2005654,2015-05-25,否
2015,5,26,二,1986520,2015-05-26,否
2015,5,27,三,2006424,2015-05-27,否
2015,5,28,四,2011965,2015-05-28,否
2015,5,29,五,2183427,2015-05-29,否
2015,5,30,六,1941473,2015-05-30,是
2015,5,31,日,1619120,2015-05-31,是
2015,6,1,一,1924451,2015-06-01,否
2015,6,2,二,1972450,2015-06-02,否
2015,6,3,三,2021093,2015-06-03,否
2015,6,4,四,2030356,2015-06-04,否
2015,6,5,五,2232110,2015-06-05,否
2015,6,6,六,1951840,2015-06-06,是
2015,6,7,日,1602443,2015-06-07,是
2015,6,8,一,1923407,2015-06-08,否
2015,6,9,二,1957916,2015-06-09,否
2015,6,10,三,1996798,2015-06-10,否
2015,6,11,四,2007356,2015-06-11,否
2015,6,12,五,2188828,2015-06-12,否
2015,6,13,六,2001983,2015-06-13,是
2015,6,14,日,1625054,2015-06-14,是
2015,6,15,一,1949529,2015-06-15,否
2015,6,16,二,2006125,2015-06-16,否
2015,6,17,三,2021431,2015-06-17,否
2015,6,18,四,2112406,2015-06-18,否
2015,6,19,五,1548038,2015-06-19,是
2015,6,20,六,1365272,2015-06-20,是
2015,6,21,日,1406174,2015-06-21,是
2015,6,22,一,1921572,2015-06-22,否
2015,6,23,二,1963001,2015-06-23,否
2015,6,24,三,2004488,2015-06-24,否
2015,6,25,四,2055584,2015-06-25,否
2015,6,26,五,2212425,2015-06-26,否
2015,6,27,六,1933774,2015-06-27,是
2015,6,28,日,1570847,2015-06-28,是
2015,6,29,一,1962023,2015-06-29,否
2015,6,30,二,2099628,2015-06-30,否
2015,7,1,三,2019721,2015-07-01,否
2015,7,2,四,2018111,2015-07-02,否
2015,7,3,五,2140847,2015-07-03,否
2015,7,4,六,1875436,2015-07-04,是
2015,7,5,日,1633331,2015-07-05,是
2015,7,6,一,2037252,2015-07-06,否
2015,7,7,二,2014158,2015-07-07,否
2015,7,8,三,2012914,2015-07-08,否
2015,7,9,四,2010901,2015-07-09,否
2015,7,10,五,742323,2015-07-10,否
2015,7,11,六,1818059,2015-07-11,是
2015,7,12,日,1656037,2015-07-12,是
2015,7,13,一,2040895,2015-07-13,否
2015,7,14,二,2053764,2015-07-14,否
2015,7,15,三,2076546,2015-07-15,否
2015,7,16,四,2065867,2015-07-16,否
2015,7,17,五,2193097,2015-07-17,否
2015,7,18,六,1967738,2015-07-18,是
2015,7,19,日,1657381,2015-07-19,是
2015,7,20,一,1981520,2015-07-20,否
2015,7,21,二,2006147,2015-07-21,否
2015,7,22,三,2031714,2015-07-22,否
2015,7,23,四,1993977,2015-07-23,否
2015,7,24,五,2165129,2015-07-24,否
2015,7,25,六,1919578,2015-07-25,是
2015,7,26,日,1653013,2015-07-26,是
2015,7,27,一,1944393,2015-07-27,否
2015,7,28,二,2014723,2015-07-28,否
2015,7,29,三,2051719,2015-07-29,否
2015,7,30,四,2029663,2015-07-30,否
2015,7,31,五,2168777,2015-07-31,否
2015,8,1,六,1889055,2015-08-01,是
2015,8,2,日,1619236,2015-08-02,是
2015,8,3,一,1974161,2015-08-03,否
2015,8,4,二,2019424,2015-08-04,否
2015,8,5,三,2075561,2015-08-05,否
2015,8,6,四,2098273,2015-08-06,否
2015,8,7,五,1723750,2015-08-07,否
2015,8,8,六,418145,2015-08-08,是
2015,8,9,日,1599329,2015-08-09,是
2015,8,10,一,2051206,2015-08-10,否
2015,8,11,二,2102735,2015-08-11,否
2015,8,12,三,2116807,2015-08-12,否
2015,8,13,四,2076236,2015-08-13,否
2015,8,14,五,2225728,2015-08-14,否
2015,8,15,六,2020878,2015-08-15,是
2015,8,16,日,1697682,2015-08-16,是
2015,8,17,一,2001124,2015-08-17,否
2015,8,18,二,2043688,2015-08-18,否
2015,8,19,三,2099317,2015-08-19,否
2015,8,20,四,2112100,2015-08-20,否
2015,8,21,五,2129921,2015-08-21,否
2015,8,22,六,1694436,2015-08-22,是
2015,8,23,日,1404687,2015-08-23,是
2015,8,24,一,1980190,2015-08-24,否
2015,8,25,二,2057150,2015-08-25,否
2015,8,26,三,2093854,2015-08-26,否
2015,8,27,四,2022706,2015-08-27,否
2015,8,28,五,2059565,2015-08-28,否
2015,8,29,六,1893035,2015-08-29,是
2015,8,30,日,1640215,2015-08-30,是
2015,8,31,一,1955864,2015-08-31,否
2015,9,1,二,1959545,2015-09-01,否
2015,9,2,三,2002423,2015-09-02,否
2015,9,3,四,2033770,2015-09-03,是
2015,9,4,五,2178670,2015-09-04,否
2015,9,5,六,1914113,2015-09-05,是
2015,9,6,日,1636131,2015-09-06,是
2015,9,7,一,1983873,2015-09-07,否
2015,9,8,二,2020302,2015-09-08,否
2015,9,9,三,2031625,2015-09-09,否
2015,9,10,四,2053844,2015-09-10,否
2015,9,11,五,2198038,2015-09-11,否
2015,9,12,六,2005731,2015-09-12,是
2015,9,13,日,1697950,2015-09-13,是
2015,9,14,一,2028392,2015-09-14,否
2015,9,15,二,2045651,2015-09-15,否
2015,9,16,三,2049277,2015-09-16,否
2015,9,17,四,2036907,2015-09-17,否
2015,9,18,五,2224876,2015-09-18,否
2015,9,19,六,1996811,2015-09-19,是
2015,9,20,日,1716051,2015-09-20,是
2015,9,21,一,2000623,2015-09-21,否
2015,9,22,二,2036969,2015-09-22,否
2015,9,23,三,2057760,2015-09-23,否
2015,9,24,四,2069696,2015-09-24,否
2015,9,25,五,2273736,2015-09-25,否
2015,9,26,六,1703801,2015-09-26,是
2015,9,27,日,1312132,2015-09-27,是
2015,9,28,一,685240,2015-09-28,是
2015,9,29,二,1129016,2015-09-29,否
2015,9,30,三,2055236,2015-09-30,否
2015,10,1,四,2077459,2015-10-01,否
2015,10,2,五,2271503,2015-10-02,否
2015,10,3,六,2010513,2015-10-03,是
2015,10,4,日,1679532,2015-10-04,是
2015,10,5,一,2037441,2015-10-05,否
2015,10,6,二,2085377,2015-10-06,否
2015,10,7,三,2094563,2015-10-07,否
2015,10,8,四,2234838,2015-10-08,否
2015,10,9,五,1708022,2015-10-09,是
2015,10,10,六,1746278,2015-10-10,是
2015,10,11,日,1569192,2015-10-11,是
2015,10,12,一,1979908,2015-10-12,否
2015,10,13,二,2022616,2015-10-13,否
2015,10,14,三,2058401,2015-10-14,是
2015,10,15,四,2074445,2015-10-15,是
2015,10,16,五,2252187,2015-10-16,否
2015,10,17,六,2046525,2015-10-17,是
2015,10,18,日,1743384,2015-10-18,是
2015,10,19,一,1978958,2015-10-19,否
2015,10,20,二,2031443,2015-10-20,否
2015,10,21,三,2060621,2015-10-21,是
2015,10,22,四,2086785,2015-10-22,是
2015,10,23,五,2284367,2015-10-23,否
2015,10,24,六,2006749,2015-10-24,是
2015,10,25,日,1781784,2015-10-25,是
2015,10,26,一,1974472,2015-10-26,否
2015,10,27,二,2021286,2015-10-27,否
2015,10,28,三,2050430,2015-10-28,是
2015,10,29,四,2050111,2015-10-29,是
2015,10,30,五,2251752,2015-10-30,否
2015,10,31,六,2025217,2015-10-31,是
2015,11,1,日,1671763,2015-11-01,是
2015,11,2,一,1998234,2015-11-02,否
2015,11,3,二,2013795,2015-11-03,否
2015,11,4,三,2046859,2015-11-04,否
2015,11,5,四,2074025,2015-11-05,否
2015,11,6,五,2272849,2015-11-06,否
2015,11,7,六,2060447,2015-11-07,是
2015,11,8,日,1717293,2015-11-08,是
2015,11,9,一,2004411,2015-11-09,否
2015,11,10,二,2029280,2015-11-10,否
2015,11,11,三,2057982,2015-11-11,否
2015,11,12,四,2106202,2015-11-12,否
2015,11,13,五,2330583,2015-11-13,否
2015,11,14,六,2128618,2015-11-14,否
2015,11,15,日,1811585,2015-11-15,否
2015,11,16,一,2058469,2015-11-16,否
2015,11,17,二,2047236,2015-11-17,否
2015,11,18,三,2092090,2015-11-18,否
2015,11,19,四,2096812,2015-11-19,否
2015,11,20,五,2303473,2015-11-20,否
2015,11,21,六,2018972,2015-11-21,否
2015,11,22,日,1777061,2015-11-22,否
2015,11,23,一,2027454,2015-11-23,否
2015,11,24,二,2033092,2015-11-24,否
2015,11,25,三,2068603,2015-11-25,否
2015,11,26,四,2096030,2015-11-26,否
2015,11,27,五,2276186,2015-11-27,否
2015,11,28,六,2013730,2015-11-28,否
2015,11,29,日,1692555,2015-11-29,否
2015,11,30,一,1983381,2015-11-30,否
2015,12,1,二,2007814,2015-12-01,否
2015,12,2,三,2056934,2015-12-02,否
2015,12,3,四,2081596,2015-12-03,否
2015,12,4,五,2300963,2015-12-04,否
2015,12,5,六,2154767,2015-12-05,是
2015,12,6,日,1725955,2015-12-06,是
2015,12,7,一,2027995,2015-12-07,否
2015,12,8,二,2070285,2015-12-08,否
2015,12,9,三,2101330,2015-12-09,否
2015,12,10,四,2131373,2015-12-10,否
2015,12,11,五,2342559,2015-12-11,否
2015,12,12,六,2201670,2015-12-12,是
2015,12,13,日,1888303,2015-12-13,是
2015,12,14,一,2067831,2015-12-14,否
2015,12,15,二,2089276,2015-12-15,否
2015,12,16,三,2102334,2015-12-16,否
2015,12,17,四,2140498,2015-12-17,否
2015,12,18,五,2367580,2015-12-18,否
2015,12,19,六,2241560,2015-12-19,是
2015,12,20,日,1896688,2015-12-20,是
2015,12,21,一,2077206,2015-12-21,否
2015,12,22,二,2107234,2015-12-22,否
2015,12,23,三,2185687,2015-12-23,否
2015,12,24,四,2250695,2015-12-24,否
2015,12,25,五,2448812,2015-12-25,否
2015,12,26,六,2132266,2015-12-26,是
2015,12,27,日,1727389,2015-12-27,是
2015,12,28,一,2134250,2015-12-28,否
2015,12,29,二,2182188,2015-12-29,否
2015,12,30,三,2270704,2015-12-30,否
2015,12,31,四,3028347,2015-12-31,否
2016,1,1,五,1873454,2016-01-01,是
2016,1,2,六,1846862,2016-01-02,是
2016,1,3,日,1507044,2016-01-03,是
2016,1,4,一,1991063,2016-01-04,否
2016,1,5,二,2044627,2016-01-05,否
2016,1,6,三,2083830,2016-01-06,否
2016,1,7,四,2086100,2016-01-07,否
2016,1,8,五,2272659,2016-01-08,否
2016,1,9,六,2028194,2016-01-09,是
2016,1,10,日,1638885,2016-01-10,是
2016,1,11,一,2038895,2016-01-11,否
2016,1,12,二,2062860,2016-01-12,否
2016,1,13,三,2088213,2016-01-13,否
2016,1,14,四,2132908,2016-01-14,否
2016,1,15,五,2358448,2016-01-15,否
2016,1,16,六,1734775,2016-01-16,是
2016,1,17,日,1489059,2016-01-17,是
2016,1,18,一,2051236,2016-01-18,否
2016,1,19,二,2090992,2016-01-19,否
2016,1,20,三,2240207,2016-01-20,否
2016,1,21,四,2148132,2016-01-21,否
2016,1,22,五,2308657,2016-01-22,否
2016,1,23,六,1862081,2016-01-23,是
2016,1,24,日,1581829,2016-01-24,是
2016,1,25,一,2035606,2016-01-25,否
2016,1,26,二,2164421,2016-01-26,否
2016,1,27,三,2165515,2016-01-27,否
2016,1,28,四,2164245,2016-01-28,否
2016,1,29,五,2285823,2016-01-29,否
2016,1,30,六,2250688,2016-01-30,否
2016,1,31,日,1863818,2016-01-31,是
2016,2,1,一,2170556,2016-02-01,否
2016,2,2,二,2212891,2016-02-02,否
2016,2,3,三,2231390,2016-02-03,否
2016,2,4,四,2200381,2016-02-04,否
2016,2,5,五,2120625,2016-02-05,否
2016,2,6,六,1266416,2016-02-06,是
2016,2,7,日,796923,2016-02-07,是
2016,2,8,一,1335813,2016-02-08,是
2016,2,9,二,1378436,2016-02-09,是
2016,2,10,三,1643528,2016-02-10,是
2016,2,11,四,1679013,2016-02-11,是
2016,2,12,五,1827352,2016-02-12,是
2016,2,13,六,1904232,2016-02-13,是
2016,2,14,日,1571141,2016-02-14,是
2016,2,15,一,2028640,2016-02-15,否
2016,2,16,二,2085919,2016-02-16,否
2016,2,17,三,2136856,2016-02-17,否
2016,2,18,四,2158920,2016-02-18,否
2016,2,19,五,2311918,2016-02-19,否
2016,2,20,六,2115034,2016-02-20,是
2016,2,21,日,1884439,2016-02-21,是
2016,2,22,一,2140084,2016-02-22,否
2016,2,23,二,2143574,2016-02-23,否
2016,2,24,三,2173495,2016-02-24,否
2016,2,25,四,2171076,2016-02-25,否
2016,2,26,五,2380611,2016-02-26,否
2016,2,27,六,1942140,2016-02-27,是
2016,2,28,日,2123822,2016-02-28,是
2016,2,29,一,1745717,2016-02-29,是
2016,3,1,二,2070860,2016-03-01,否
2016,3,2,三,2120446,2016-03-02,否
2016,3,3,四,2125366,2016-03-03,否
2016,3,4,五,2326502,2016-03-04,否
2016,3,5,六,2091533,2016-03-05,是
2016,3,6,日,1756332,2016-03-06,是
2016,3,7,一,2046756,2016-03-07,否
2016,3,8,二,2093281,2016-03-08,否
2016,3,9,三,2122383,2016-03-09,否
2016,3,10,四,2176204,2016-03-10,否
2016,3,11,五,2395222,2016-03-11,否
2016,3,12,六,2035270,2016-03-12,是
2016,3,13,日,1770284,2016-03-13,是
2016,3,14,一,2075900,2016-03-14,否
2016,3,15,二,2110896,2016-03-15,否
2016,3,16,三,2147097,2016-03-16,否
2016,3,17,四,2144348,2016-03-17,否
2016,3,18,五,2357983,2016-03-18,否
2016,3,19,六,1944280,2016-03-19,是
2016,3,20,日,1734132,2016-03-20,是
2016,3,21,一,2113011,2016-03-21,否
2016,3,22,二,2124121,2016-03-22,否
2016,3,23,三,2177955,2016-03-23,否
2016,3,24,四,2192311,2016-03-24,否
2016,3,25,五,2430700,2016-03-25,否
2016,3,26,六,2144020,2016-03-26,是
2016,3,27,日,1765097,2016-03-27,是
2016,3,28,一,2119715,2016-03-28,否
2016,3,29,二,2115928,2016-03-29,否
2016,3,30,三,2124315,2016-03-30,否
2016,3,31,四,2142034,2016-03-31,否
2016,4,1,五,2290586,2016-04-01,否
2016,4,2,六,1831245,2016-04-02,是
2016,4,3,日,1655160,2016-04-03,是
2016,4,4,一,1480686,2016-04-04,是
2016,4,5,二,1546725,2016-04-05,是
2016,4,6,三,2042835,2016-04-06,否
2016,4,7,四,2083337,2016-04-07,否
2016,4,8,五,2262496,2016-04-08,否
2016,4,9,六,1986909,2016-04-09,是
2016,4,10,日,1639842,2016-04-10,是
2016,4,11,一,2030065,2016-04-11,否
2016,4,12,二,2071344,2016-04-12,否
2016,4,13,三,2077048,2016-04-13,否
2016,4,14,四,2114514,2016-04-14,否
2016,4,15,五,2305264,2016-04-15,否
2016,4,16,六,1996900,2016-04-16,是
2016,4,17,日,1591332,2016-04-17,是
2016,4,18,一,2016226,2016-04-18,否
2016,4,19,二,2060568,2016-04-19,否
2016,4,20,三,2086056,2016-04-20,否
2016,4,21,四,2093563,2016-04-21,否
2016,4,22,五,2280273,2016-04-22,否
2016,4,23,六,2025336,2016-04-23,是
2016,4,24,日,1636365,2016-04-24,是
2016,4,25,一,2001125,2016-04-25,否
2016,4,26,二,2043013,2016-04-26,否
2016,4,27,三,2094694,2016-04-27,否
2016,4,28,四,2105433,2016-04-28,否
2016,4,29,五,2332754,2016-04-29,否
2016,4,30,六,2036641,2016-04-30,是
2016,5,1,日,1755057,2016-05-01,是
2016,5,2,一,1807596,2016-05-02,否
2016,5,3,二,2077283,2016-05-03,否
2016,5,4,三,2112583,2016-05-04,否
2016,5,5,四,2135616,2016-05-05,否
2016,5,6,五,2370926,2016-05-06,否
2016,5,7,六,1953575,2016-05-07,是
2016,5,8,日,1580602,2016-05-08,是
2016,5,9,一,2001262,2016-05-09,否
2016,5,10,二,2043710,2016-05-10,否
2016,5,11,三,2085198,2016-05-11,否
2016,5,12,四,2087353,2016-05-12,否
2016,5,13,五,2363597,2016-05-13,否
2016,5,14,六,2060206,2016-05-14,是
2016,5,15,日,1770290,2016-05-15,是
2016,5,16,一,2055738,2016-05-16,否
2016,5,17,二,2045270,2016-05-17,否
2016,5,18,三,2073546,2016-05-18,否
2016,5,19,四,2083057,2016-05-19,否
2016,5,20,五,2312253,2016-05-20,否
2016,5,21,六,2046123,2016-05-21,是
2016,5,22,日,1722405,2016-05-22,是
2016,5,23,一,2019488,2016-05-23,否
2016,5,24,二,2036762,2016-05-24,否
2016,5,25,三,2064867,2016-05-25,否
2016,5,26,四,2062843,2016-05-26,否
2016,5,27,五,2245752,2016-05-27,否
2016,5,28,六,1992370,2016-05-28,是
2016,5,29,日,1641869,2016-05-29,是
2016,5,30,一,1987501,2016-05-30,否
2016,5,31,二,2046651,2016-05-31,否
2019,12,1,日,1916245,2019-12-01,是
2019,12,2,一,2246715,2019-12-02,否
2019,12,3,二,2321440,2019-12-03,否
2019,12,4,三,2343301,2019-12-04,否
2019,12,5,四,2369944,2019-12-05,否
2019,12,6,五,2612924,2019-12-06,否
2019,12,7,六,2263701,2019-12-07,是
2019,12,8,日,2037952,2019-12-08,是
2019,12,9,一,2301139,2019-12-09,否
2019,12,10,二,2351082,2019-12-10,否
2019,12,11,三,2374416,2019-12-11,否
2019,12,12,四,2417589,2019-12-12,否
2019,12,13,五,2655283,2019-12-13,否
2019,12,14,六,2522817,2019-12-14,是
2019,12,15,日,2161202,2019-12-15,是
2019,12,16,一,2339050,2019-12-16,否
2019,12,17,二,2373567,2019-12-17,否
2019,12,18,三,2397127,2019-12-18,否
2019,12,19,四,2409075,2019-12-19,否
2019,12,20,五,2668231,2019-12-20,否
2019,12,21,六,2341312,2019-12-21,是
2019,12,22,日,1964639,2019-12-22,是
2019,12,23,一,2383457,2019-12-23,否
2019,12,24,二,2476680,2019-12-24,否
2019,12,25,三,2520902,2019-12-25,否
2019,12,26,四,2466352,2019-12-26,否
2019,12,27,五,2658619,2019-12-27,否
2019,12,28,六,2298630,2019-12-28,是
2019,12,29,日,1777124,2019-12-29,是
2019,12,30,一,2469682,2019-12-30,否
2019,12,31,二,3206078,2019-12-31,否
2019,11,1,五,2464262,2019-11-01,否
2019,11,2,六,2105449,2019-11-02,是
2019,11,3,日,1719091,2019-11-03,是
2019,11,4,一,2196194,2019-11-04,否
2019,11,5,二,2252698,2019-11-05,否
2019,11,6,三,2308167,2019-11-06,否
2019,11,7,四,2335815,2019-11-07,否
2019,11,8,五,2564689,2019-11-08,否
2019,11,9,六,2255871,2019-11-09,是
2019,11,10,日,1889814,2019-11-10,是
2019,11,11,一,2302037,2019-11-11,否
2019,11,12,二,2307605,2019-11-12,否
2019,11,13,三,2337765,2019-11-13,否
2019,11,14,四,2347845,2019-11-14,否
2019,11,15,五,2616701,2019-11-15,否
2019,11,16,六,2328215,2019-11-16,是
2019,11,17,日,1986973,2019-11-17,是
2019,11,18,一,2292076,2019-11-18,否
2019,11,19,二,2303083,2019-11-19,否
2019,11,20,三,2332124,2019-11-20,否
2019,11,21,四,2358032,2019-11-21,否
2019,11,22,五,2548672,2019-11-22,否
2019,11,23,六,2194831,2019-11-23,是
2019,11,24,日,1862081,2019-11-24,是
2019,11,25,一,2252315,2019-11-25,否
2019,11,26,二,2308661,2019-11-26,否
2019,11,27,三,2351309,2019-11-27,否
2019,11,28,四,2366865,2019-11-28,否
2019,11,29,五,2597764,2019-11-29,否
2019,11,30,六,2297768,2019-11-30,是
2019,10,1,二,2292880,2019-10-01,否
2019,10,2,三,2320208,2019-10-02,否
2019,10,3,四,2350820,2019-10-03,否
2019,10,4,五,2471547,2019-10-04,否
2019,10,5,六,2461004,2019-10-05,否
2019,10,6,日,1826012,2019-10-06,是
2019,10,7,一,2242657,2019-10-07,否
2019,10,8,二,2298581,2019-10-08,否
2019,10,9,三,2452474,2019-10-09,否
2019,10,10,四,1942428,2019-10-10,是
2019,10,11,五,1959026,2019-10-11,是
2019,10,12,六,1961987,2019-10-12,是
2019,10,13,日,1708211,2019-10-13,是
2019,10,14,一,2187500,2019-10-14,否
2019,10,15,二,2231028,2019-10-15,否
2019,10,16,三,2278993,2019-10-16,否
2019,10,17,四,2314569,2019-10-17,否
2019,10,18,五,2495506,2019-10-18,否
2019,10,19,六,2148575,2019-10-19,是
2019,10,20,日,1854954,2019-10-20,是
2019,10,21,一,2231596,2019-10-21,否
2019,10,22,二,2288077,2019-10-22,否
2019,10,23,三,2306153,2019-10-23,否
2019,10,24,四,2315146,2019-10-24,否
2019,10,25,五,2530722,2019-10-25,否
2019,10,26,六,2316211,2019-10-26,是
2019,10,27,日,1844947,2019-10-27,是
2019,10,28,一,2223379,2019-10-28,否
2019,10,29,二,2247981,2019-10-29,否
2019,10,30,三,2275598,2019-10-30,否
2019,10,31,四,2306005,2019-10-31,否
2019,9,1,日,1623798,2019-09-01,是
2019,9,2,一,2138424,2019-09-02,否
2019,9,3,二,2197072,2019-09-03,是
2019,9,4,三,2176799,2019-09-04,否
2019,9,5,四,2218142,2019-09-05,否
2019,9,6,五,2424273,2019-09-06,否
2019,9,7,六,2027949,2019-09-07,是
2019,9,8,日,1791084,2019-09-08,是
2019,9,9,一,2217165,2019-09-09,否
2019,9,10,二,2275866,2019-09-10,否
2019,9,11,三,2313030,2019-09-11,否
2019,9,12,四,2432772,2019-09-12,否
2019,9,13,五,1546868,2019-09-13,是
2019,9,14,六,1683910,2019-09-14,是
2019,9,15,日,1512205,2019-09-15,是
2019,9,16,一,2193878,2019-09-16,否
2019,9,17,二,2253288,2019-09-17,否
2019,9,18,三,2281347,2019-09-18,否
2019,9,19,四,2309953,2019-09-19,否
2019,9,20,五,2533218,2019-09-20,否
2019,9,21,六,2022528,2019-09-21,是
2019,9,22,日,1773481,2019-09-22,是
2019,9,23,一,2213270,2019-09-23,否
2019,9,24,二,2251458,2019-09-24,否
2019,9,25,三,2287557,2019-09-25,否
2019,9,26,四,2300313,2019-09-26,否
