Date,name,isHoliday,holidayCategory,description
20241117,,是,星期六、星期日,
20241123,,是,星期六、星期日,
20241124,,是,星期六、星期日,
20241130,,是,星期六、星期日,
20241201,,是,星期六、星期日,
20241207,,是,星期六、星期日,
20241208,,是,星期六、星期日,
20241214,,是,星期六、星期日,
20241215,,是,星期六、星期日,
20241221,,是,星期六、星期日,
20241222,,是,星期六、星期日,
20241228,,是,星期六、星期日,
20241229,,是,星期六、星期日,
20250101,中華民國開國紀念日,是,放假之紀念日及節日,
20250104,,是,星期六、星期日,
20250105,,是,星期六、星期日,
20250111,,是,星期六、星期日,
20250112,,是,星期六、星期日,
20250118,,是,星期六、星期日,
20250119,,是,星期六、星期日,
20250125,,是,星期六、星期日,
20250126,,是,星期六、星期日,
20250127,,是,調整放假日,
20250128,農曆除夕,是,放假之紀念日及節日,全國各機關學校放假一日，小年夜(一月二十七日)適逢星期一，調整為放假日，並於二月八日補行上班一日。
20250129,春節,是,放假之紀念日及節日,全國各機關學校於一月二十九日至一月三十一日放假三日。
20250130,春節,是,放假之紀念日及節日,
20250131,春節,是,放假之紀念日及節日,
20250201,,是,星期六、星期日,
20250202,,是,星期六、星期日,
20250208,,否,補行上班日,
20250209,,是,星期六、星期日,
20250215,,是,星期六、星期日,
20250216,,是,星期六、星期日,
20250222,,是,星期六、星期日,
20250223,,是,星期六、星期日,
20250228,和平紀念日,是,放假之紀念日及節日,
20250301,,是,星期六、星期日,
20250302,,是,星期六、星期日,
20250308,,是,星期六、星期日,
20250309,,是,星期六、星期日,
20250315,,是,星期六、星期日,
20250316,,是,星期六、星期日,
20250322,,是,星期六、星期日,
20250323,,是,星期六、星期日,
20250329,,是,星期六、星期日,
20250330,,是,星期六、星期日,
20250403,,是,補假,
20250404,兒童節及民族掃墓節,是,放假之紀念日及節日,全國各機關學校放假一日，兒童節與民族掃墓節同一日，於四月三日補假一日。
20250405,,是,星期六、星期日,
20250406,,是,星期六、星期日,
20250412,,是,星期六、星期日,
20250413,,是,星期六、星期日,
20250419,,是,星期六、星期日,
20250420,,是,星期六、星期日,
20250426,,是,星期六、星期日,
20250427,,是,星期六、星期日,
20250501,勞動節,是,特定節日,勞工放假一日。
20250503,,是,星期六、星期日,
20250504,,是,星期六、星期日,
20250510,,是,星期六、星期日,
20250511,,是,星期六、星期日,
20250517,,是,星期六、星期日,
20250518,,是,星期六、星期日,
20250524,,是,星期六、星期日,
20250525,,是,星期六、星期日,
20250530,,是,補假,
20250531,端午節,是,放假之紀念日及節日,全國各機關學校放假一日。
20250601,,是,星期六、星期日,
20250607,,是,星期六、星期日,
20250608,,是,星期六、星期日,
20250614,,是,星期六、星期日,
20250615,,是,星期六、星期日,
20250621,,是,星期六、星期日,
20250622,,是,星期六、星期日,
20250628,,是,星期六、星期日,
20250629,,是,星期六、星期日,
20250705,,是,星期六、星期日,
20250706,,是,星期六、星期日,
20250712,,是,星期六、星期日,
20250713,,是,星期六、星期日,
20250719,,是,星期六、星期日,
20250720,,是,星期六、星期日,
20250726,,是,星期六、星期日,
20250727,,是,星期六、星期日,
20250802,,是,星期六、星期日,
20250803,,是,星期六、星期日,
20250809,,是,星期六、星期日,
20250810,,是,星期六、星期日,
20250816,,是,星期六、星期日,
20250817,,是,星期六、星期日,
20250823,,是,星期六、星期日,
20250824,,是,星期六、星期日,
20250830,,是,星期六、星期日,
20250831,,是,星期六、星期日,
20250903,軍人節,是,特定節日,軍人依國防部規定辦理。
20250906,,是,星期六、星期日,
20250907,,是,星期六、星期日,
20250913,,是,星期六、星期日,
20250914,,是,星期六、星期日,
20250920,,是,星期六、星期日,
20250921,,是,星期六、星期日,
20250927,,是,星期六、星期日,
20250928,,是,星期六、星期日,
20251004,,是,星期六、星期日,
20251005,,是,星期六、星期日,
20251006,中秋節,是,放假之紀念日及節日,全國各機關學校放假一日。
20251010,國慶日,是,放假之紀念日及節日,全國各機關學校放假一日。
20251011,,是,星期六、星期日,
20251012,,是,星期六、星期日,
20251018,,是,星期六、星期日,
20251019,,是,星期六、星期日,
20251025,,是,星期六、星期日,
20251026,,是,星期六、星期日,
20251101,,是,星期六、星期日,
20251102,,是,星期六、星期日,
20251108,,是,星期六、星期日,
20251109,,是,星期六、星期日,
20251115,,是,星期六、星期日,
20251116,,是,星期六、星期日,
20251122,,是,星期六、星期日,
20251123,,是,星期六、星期日,
20251129,,是,星期六、星期日,
20251130,,是,星期六、星期日,
20251206,,是,星期六、星期日,
20251207,,是,星期六、星期日,
20251213,,是,星期六、星期日,
20251214,,是,星期六、星期日,
20251220,,是,星期六、星期日,
20251221,,是,星期六、星期日,
20251227,,是,星期六、星期日,
20251228,,是,星期六、星期日,
